Degree,Major,CGPA,Employed,Experience,Skills,Certifications,IndustryPreference,Job Role Simplified,Job Role
MBBS,Medicine,5.576974986,no,0,"Accounting, SolidWorks, Machine Learning, Circuit Design",PMP,Healthcare,Doctor,Healthcare
M.Sc,Mathematics,6.606731786,yes,9,"Statistics, AutoCAD, Excel, Risk Analysis, SolidWorks, C++",Teaching License,Research,Lecturer,Academia
B.Tech,Civil,9.112300563,yes,12,"SolidWorks, Java, Thermodynamics, AutoCAD, Statistics, Data Analysis",Medical Board Certified,IT,Civil Engineer,Civil Engineer
B.Ed,Education,6.631954398,yes,11,"Financial Modeling, AutoCAD, Circuit Design",AI Specialist,Education,Teacher,Academia
BA,History,9.233960916,yes,5,"Data Analysis, Financial Modeling, Machine Learning",Cybersecurity Certified,Education,Lecturer,Academia
M.Sc,Chemistry,7.09016454,yes,14,"C, AutoCAD, Machine Learning, Java, VHDL",PMP,Research,Lecturer,Academia
BA,History,9.424328314,yes,7,"Econometrics, Java, Financial Modeling, Python, Statistics",Medical Board Certified,Education,Lecturer,Academia
MBBS,Medicine,9.350158229,no,0,"Embedded Systems, MATLAB, Statistics, Financial Modeling, Circuit Design",AWS Certified Solutions Architect,Healthcare,Doctor,Healthcare
MBBS,Medicine,5.701637238,yes,9,"Accounting, C++, VHDL",Medical Board Certified,Healthcare,Doctor,Healthcare
MBA,Marketing,7.536960741,yes,1,"Data Analysis, R, VHDL",Medical Board Certified,Finance,Business Analyst,Data Analyst
B.Ed,Education,7.358451806,yes,8,"Embedded Systems, Risk Analysis, R, Accounting",Six Sigma,Education,Teacher,Academia
B.Ed,Education,5.97572929,yes,11,"Data Analysis, Java, Econometrics",Teaching License,Education,Teacher,Academia
B.Tech,Electrical,8.22,yes,5,"MATLAB, Power Systems, Control Systems",AWS Certified Solutions Architect,IT,Hardware Engineer,Software Engineer
B.Tech,Computer Science,8.483708703,yes,9,"VHDL, R, MATLAB",Teaching License,IT,Software Engineer,Software Engineer
B.Sc,Mathematics,6.886073442,yes,8,"C, Embedded Systems, Thermodynamics, Excel",AI Specialist,Research,Lecturer,Academia
BA,English,8.204743768,yes,13,"Circuit Design, Python, Excel",Cybersecurity Certified,Education,Lecturer,Academia
MBBS,Medicine,5.287650613,yes,4,"MATLAB, Statistics, Econometrics, Data Analysis, SolidWorks",Teaching License,Healthcare,Doctor,Healthcare
B.Ed,Education,8.319954944,yes,5,"C++, Financial Modeling, Data Analysis, Python",Teaching License,Education,Teacher,Academia
M.Sc,Physics,5.830278133,yes,4,"Java, Accounting, Embedded Systems, C, Risk Analysis, MATLAB",AI Specialist,Research,Lecturer,Academia
MBBS,Medicine,5.441502709,yes,13,"C++, SolidWorks, C, VHDL, Data Analysis, Embedded Systems",Medical Board Certified,Healthcare,Doctor,Healthcare
MBBS,Medicine,9.668564509,yes,8,"C, C++, R, Accounting, Statistics",AWS Certified Solutions Architect,Healthcare,Doctor,Healthcare
M.Sc,Mathematics,8.132200237,yes,15,"Machine Learning, Thermodynamics, Econometrics, Data Analysis",Medical Board Certified,Research,Research Scientist,Data Scientist
Diploma,Electronics,5.63,yes,6,"Verilog, Embedded C, VHDL, Microcontrollers",AWS Certified Solutions Architect,Manufacturing,Hardware Engineer,Software Engineer
MBA,Statistics,8.15,yes,5,"Python, SQL, Data Visualization, Tableau",AWS Certified Solutions Architect,Finance,Business Analyst,Data Analyst
M.Sc,Computer Science,8.72,yes,5,"Python, Machine Learning, TensorFlow, SQL",Teaching License,Research,Data Scientist,Data Scientist
B.Ed,Education,6.853855121,yes,4,"Java, Thermodynamics, Circuit Design, Machine Learning",AI Specialist,Education,Teacher,Academia
MBA,Economics,5.642716276,yes,12,"SQL, MATLAB, AutoCAD, VHDL",Cybersecurity Certified,Finance,Financial Analyst,Data Analyst
MBA,Management,5.02,yes,3,"Excel, SQL, Business Intelligence, PowerBI",AI Specialist,Finance,Business Analyst,Data Analyst
M.Tech,Civil Engineering,8.82,yes,6,"AutoCAD, STAAD Pro, Construction Management",Six Sigma,Core Engineering,Civil Engineer,Civil Engineer
MBA,Marketing,9.672606447,yes,10,"MATLAB, Risk Analysis, Financial Modeling, SQL, Statistics",Six Sigma,Finance,Business Analyst,Data Analyst
B.Tech,Civil Engineering,6.38,yes,3,"AutoCAD, STAAD Pro, Construction Management",Six Sigma,IT,Civil Engineer,Civil Engineer
Diploma,Civil,8.249364698,yes,4,"Econometrics, AutoCAD, Risk Analysis, Machine Learning",PMP,Manufacturing,Civil Engineer,Civil Engineer
M.Tech,Mechanical,9.825380419,yes,1,"Financial Modeling, R, Econometrics, Accounting",PMP,Core Engineering,Mechanical Engineer,Mechanical Engineer
Diploma,Civil,8.008372334,yes,14,"Statistics, Python, Java, Circuit Design, Risk Analysis, Financial Modeling",Medical Board Certified,Manufacturing,Civil Engineer,Civil Engineer
BA,English,7.423671548,yes,1,"Python, SolidWorks, Excel, R, Econometrics, Statistics",Data Science Certificate,Education,Lecturer,Academia
BA,English,8.635059672,yes,8,"SolidWorks, Financial Modeling, SQL",PMP,Education,Lecturer,Academia
MBBS,Medicine,8.605658941,yes,5,"Financial Modeling, Embedded Systems, Econometrics, Statistics",Cybersecurity Certified,Healthcare,Doctor,Healthcare
M.Tech,Mechanical,5.91,yes,6,"SolidWorks, Thermodynamics, MATLAB",Six Sigma,Core Engineering,Design Engineer,Software Engineer
MBA,Human Resources,9.853493151,yes,15,"Econometrics, Java, Excel",Six Sigma,Finance,Business Analyst,Data Analyst
M.Tech,Electrical,6.37,yes,3,"MATLAB, Power Systems, Control Systems",Cybersecurity Certified,Core Engineering,Hardware Engineer,Software Engineer
Diploma,Electrical,5,yes,2,"C, Econometrics, Accounting, SolidWorks, Machine Learning, MATLAB",Cybersecurity Certified,Manufacturing,Hardware Engineer,Software Engineer
MBBS,Medicine,8.683076507,no,0,"C++, SolidWorks, VHDL, Accounting, SQL",AWS Certified Solutions Architect,Healthcare,Doctor,Healthcare
MBA,Human Resources,9.749230529,yes,8,"Financial Modeling, R, SQL, Python",PMP,Finance,Project Manager,Project Manager
M.Tech,Computer Science,8.110214739,yes,11,"MATLAB, Machine Learning, Excel, Java, VHDL, Circuit Design",Cybersecurity Certified,Core Engineering,Data Scientist,Data Scientist
B.Ed,Education,8.890020777,yes,4,"SolidWorks, Excel, Econometrics",Data Science Certificate,Education,Teacher,Academia
BA,English,5.79935943,yes,10,"AutoCAD, C, Python, Thermodynamics, Financial Modeling",PMP,Education,Lecturer,Academia
MBBS,Medicine,5.305859376,yes,9,"Excel, Embedded Systems, Risk Analysis",Medical Board Certified,Healthcare,Doctor,Healthcare
MBBS,Medicine,10,yes,12,"MATLAB, Embedded Systems, Machine Learning",AI Specialist,Healthcare,Doctor,Healthcare
MBA,Human Resources,6.602319857,yes,2,"R, Java, Python",Six Sigma,Finance,Business Analyst,Data Analyst
MBA,Finance,7.79,yes,6,"Excel, Financial Modeling, Risk Analysis",AI Specialist,Finance,Investment Analyst,Data Analyst
Diploma,Mechanical,7.546536042,yes,8,"Financial Modeling, Statistics, C++, VHDL",Teaching License,Manufacturing,Mechanical Engineer,Mechanical Engineer
M.Sc,Physics,7.901954994,yes,12,"Excel, Circuit Design, AutoCAD, Statistics, Data Analysis, VHDL",Six Sigma,Research,Research Scientist,Data Scientist
M.Tech,Computer Science,8.973582458,yes,2,"VHDL, Risk Analysis, Financial Modeling, C",AI Specialist,Core Engineering,Software Engineer,Software Engineer
B.Ed,Education,7.410565106,yes,8,"Risk Analysis, VHDL, MATLAB, Financial Modeling, Excel",PMP,Education,Teacher,Academia
B.Tech,Computer Science,8.78720142,yes,10,"Thermodynamics, Risk Analysis, C++, Python, Financial Modeling",Cybersecurity Certified,IT,Software Engineer,Software Engineer
M.Sc,Computer Science,6.33,yes,3,"Python, Machine Learning, TensorFlow, SQL",PMP,Research,Data Analyst,Data Analyst
B.Sc,Mathematics,5.87000819,yes,7,"Machine Learning, Financial Modeling, Circuit Design, SQL",Cybersecurity Certified,Research,Lecturer,Academia
B.Sc,Physics,5.207843584,yes,15,"Machine Learning, VHDL, Embedded Systems",AI Specialist,Research,Lecturer,Academia
B.Tech,Mechanical,5.304212978,no,0,"Econometrics, Excel, Java, Embedded Systems",Six Sigma,IT,Mechanical Engineer,Mechanical Engineer
B.Sc,Physics,7.692909097,yes,11,"R, Econometrics, Machine Learning, Excel, Thermodynamics",PMP,Research,Research Scientist,Data Scientist
M.Tech,Mechanical,8.940798787,yes,12,"Embedded Systems, VHDL, Data Analysis",Cybersecurity Certified,Core Engineering,Mechanical Engineer,Mechanical Engineer
B.Sc,Mathematics,9.82107213,yes,10,"Machine Learning, C, Risk Analysis",AWS Certified Solutions Architect,Research,Research Scientist,Data Scientist
MBBS,Medicine,9.33269398,yes,4,"R, Machine Learning, Excel, SolidWorks, Python, Embedded Systems",PMP,Healthcare,Doctor,Healthcare
MBA,Marketing,5.308993976,yes,4,"Java, Econometrics, Risk Analysis, C++",Teaching License,Finance,Business Analyst,Data Analyst
Diploma,Electrical,8.456096561,yes,5,"VHDL, Java, Risk Analysis, C, SolidWorks",AI Specialist,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Electrical,8.97958102,yes,2,"Thermodynamics, Accounting, Embedded Systems, SolidWorks",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
MBBS,Medicine,5.79126361,yes,14,"R, Circuit Design, Risk Analysis, Machine Learning",Cybersecurity Certified,Healthcare,Doctor,Healthcare
Diploma,Civil,9.746433995,yes,12,"C++, C, Risk Analysis, Thermodynamics",Teaching License,Manufacturing,Civil Engineer,Civil Engineer
BA,Economics,8.242756338,yes,12,"Statistics, C, Java, SolidWorks, Circuit Design",Six Sigma,Education,Financial Analyst,Data Analyst
MBA,Management,9.37,yes,6,"Excel, SQL, Business Intelligence, PowerBI",PMP,Finance,Project Manager,Project Manager
MBBS,Medicine,7.924680883,yes,1,"SQL, Statistics, Thermodynamics, AutoCAD",Data Science Certificate,Healthcare,Doctor,Healthcare
M.Sc,Chemistry,7.744363172,yes,7,"AutoCAD, Python, Machine Learning, Accounting, Statistics",Data Science Certificate,Research,Research Scientist,Data Scientist
B.Ed,Education,5.723777936,yes,10,"Embedded Systems, Accounting, MATLAB, Excel",Six Sigma,Education,Teacher,Academia
BA,Economics,9.714044472,yes,8,"R, Machine Learning, Circuit Design, C, Statistics",Medical Board Certified,Education,Financial Analyst,Data Analyst
MBA,Economics,8.358595372,yes,4,"Econometrics, Data Analysis, Financial Modeling",AI Specialist,Finance,Financial Analyst,Data Analyst
M.Sc,Computer Science,7.57,yes,4,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Scientist,Data Scientist
B.Ed,Education,5.440150773,yes,9,"Thermodynamics, Econometrics, Java",PMP,Education,Teacher,Academia
B.Sc,Chemistry,5.888122013,yes,12,"SolidWorks, R, VHDL, Econometrics, Circuit Design, Data Analysis",AWS Certified Solutions Architect,Research,Lecturer,Academia
M.Sc,Chemistry,8.168881505,yes,13,"C, R, Thermodynamics, VHDL, Statistics, SolidWorks",PMP,Research,Research Scientist,Data Scientist
M.Tech,Mechanical,9.78,yes,5,"SolidWorks, Thermodynamics, MATLAB",Teaching License,Core Engineering,Design Engineer,Software Engineer
Diploma,Electrical,5.724883744,yes,2,"AutoCAD, Java, Machine Learning",AI Specialist,Manufacturing,Hardware Engineer,Software Engineer
MBA,Finance,7.158536208,yes,6,"Risk Analysis, Thermodynamics, Excel, MATLAB",Teaching License,Finance,Investment Analyst,Data Analyst
B.Sc,Physics,5.214687587,yes,6,"MATLAB, SolidWorks, VHDL, Econometrics",PMP,Research,Lecturer,Academia
B.Tech,Civil,8.47384608,yes,2,"SolidWorks, Econometrics, Excel",Six Sigma,IT,Civil Engineer,Civil Engineer
B.Ed,Education,9.604136686,yes,14,"Statistics, Financial Modeling, SQL",AWS Certified Solutions Architect,Education,Teacher,Academia
B.Tech,Electrical,7.410794083,yes,11,"AutoCAD, Financial Modeling, Python, SQL, MATLAB, Data Analysis",Cybersecurity Certified,IT,Hardware Engineer,Software Engineer
MBA,Finance,7.015418742,yes,7,"C++, Java, Statistics, R, Thermodynamics, Financial Modeling",AWS Certified Solutions Architect,Finance,Financial Analyst,Data Analyst
M.Tech,Civil Engineering,5.78,yes,7,"AutoCAD, STAAD Pro, Construction Management",Six Sigma,Core Engineering,Civil Engineer,Civil Engineer
Diploma,Mechanical,8.963871178,yes,9,"SolidWorks, Java, Statistics, VHDL, MATLAB",PMP,Manufacturing,Design Engineer,Software Engineer
B.Tech,Electrical,8.486752714,yes,14,"Statistics, Data Analysis, Excel, VHDL",Six Sigma,IT,Hardware Engineer,Software Engineer
B.Ed,Education,9.235311049,yes,7,"MATLAB, Risk Analysis, SolidWorks, Python, Excel, SQL",Teaching License,Education,Teacher,Academia
MBA,Marketing,6.823054067,yes,14,"Java, R, Data Analysis, Excel, Statistics",PMP,Finance,Project Manager,Project Manager
B.Ed,Education,5.563624851,yes,7,"SolidWorks, MATLAB, C, Java",AWS Certified Solutions Architect,Education,Teacher,Academia
Diploma,Mechanical,6.066750418,yes,13,"Python, Econometrics, Excel, C",Medical Board Certified,Manufacturing,Mechanical Engineer,Mechanical Engineer
B.Ed,Education,5.15780545,yes,6,"Data Analysis, SolidWorks, Machine Learning",PMP,Education,Teacher,Academia
MBBS,Medicine,8.651481606,yes,15,"Accounting, Java, Python, Circuit Design, Risk Analysis, Embedded Systems",Medical Board Certified,Healthcare,Doctor,Healthcare
M.Tech,Electronics,7.88,yes,4,"Verilog, Embedded C, VHDL, Microcontrollers",AI Specialist,Core Engineering,Hardware Engineer,Software Engineer
M.Sc,Chemistry,5.481937442,yes,11,"SQL, Excel, Accounting, Econometrics, Circuit Design, SolidWorks",Cybersecurity Certified,Research,Lecturer,Academia
MBA,Economics,5.023133582,yes,7,"Java, Python, Excel, AutoCAD, MATLAB",PMP,Finance,Financial Analyst,Data Analyst
MBA,Economics,5.816123068,yes,12,"Accounting, Data Analysis, SQL, Embedded Systems, C++, Econometrics",AI Specialist,Finance,Financial Analyst,Data Analyst
M.Tech,Computer Science,8.005323253,yes,14,"Financial Modeling, VHDL, SolidWorks, Statistics, Embedded Systems",AI Specialist,Core Engineering,Software Engineer,Software Engineer
M.Sc,Mathematics,8.226121065,yes,9,"R, Python, Embedded Systems, Excel",Cybersecurity Certified,Research,Research Scientist,Data Scientist
B.Tech,Electrical,7.322959972,yes,13,"C++, Thermodynamics, Econometrics, Financial Modeling, Accounting, Circuit Design",PMP,IT,Hardware Engineer,Software Engineer
MBA,Marketing,9.909729025,yes,2,"Financial Modeling, C, MATLAB, Python, Embedded Systems",Teaching License,Finance,Business Analyst,Data Analyst
M.Tech,Mechanical,7.39,yes,6,"SolidWorks, Thermodynamics, MATLAB",Six Sigma,Core Engineering,Design Engineer,Software Engineer
BA,History,9.798794999,yes,12,"Statistics, Data Analysis, Risk Analysis, Circuit Design",AWS Certified Solutions Architect,Education,Lecturer,Academia
BA,Economics,6.591870901,yes,3,"Data Analysis, Econometrics, Machine Learning, Python, MATLAB, R",Six Sigma,Education,Financial Analyst,Data Analyst
MBA,Management,5.28,yes,4,"Excel, SQL, Business Intelligence, PowerBI",Six Sigma,Finance,Business Analyst,Data Analyst
B.Sc,Chemistry,5.130963713,yes,4,"Risk Analysis, C++, Data Analysis, Embedded Systems, MATLAB",Six Sigma,Research,Lecturer,Academia
MBBS,Medicine,5.266437125,yes,4,"Financial Modeling, Econometrics, Embedded Systems, R",Data Science Certificate,Healthcare,Doctor,Healthcare
B.Tech,Computer Science,9.29,yes,7,"Java, Python, SQL, React, Node.js",Six Sigma,IT,Software Engineer,Software Engineer
B.Ed,Education,5.894125166,yes,4,"R, C++, VHDL, Embedded Systems, Circuit Design",Cybersecurity Certified,Education,Teacher,Academia
MBA,Marketing,9.248793812,no,0,"Econometrics, Financial Modeling, VHDL, C++, Statistics",PMP,Finance,Project Manager,Project Manager
B.Tech,Electronics,9.68,yes,5,"Verilog, Embedded C, VHDL, Microcontrollers",Teaching License,IT,Hardware Engineer,Software Engineer
MBBS,Medicine,6.876257893,yes,6,"Accounting, Econometrics, Java",Medical Board Certified,Healthcare,Doctor,Healthcare
M.Tech,Mechanical,5.094854825,yes,11,"Circuit Design, Econometrics, Java, SolidWorks, AutoCAD, Thermodynamics",PMP,Core Engineering,Design Engineer,Software Engineer
MBA,Economics,7.399483833,yes,3,"Econometrics, MATLAB, Risk Analysis, AutoCAD",Data Science Certificate,Finance,Investment Analyst,Data Analyst
MBBS,Medicine,7.054263605,yes,6,"R, C++, Embedded Systems",Six Sigma,Healthcare,Doctor,Healthcare
M.Tech,Electronics,5.74,yes,5,"Verilog, Embedded C, VHDL, Microcontrollers",PMP,Core Engineering,Hardware Engineer,Software Engineer
M.Sc,Physics,8.61,yes,3,"Matlab, Statistics, Simulations, C++",Six Sigma,Research,Research Scientist,Data Scientist
BA,Economics,9.682347154,yes,8,"SQL, R, Data Analysis, Accounting",Cybersecurity Certified,Education,Financial Analyst,Data Analyst
B.Ed,Education,8.546440185,yes,8,"Financial Modeling, Risk Analysis, Data Analysis",PMP,Education,Teacher,Academia
M.Tech,Computer Science,7.634413478,yes,9,"Financial Modeling, SolidWorks, Java, Risk Analysis, Econometrics",Data Science Certificate,Core Engineering,Software Engineer,Software Engineer
M.Sc,Chemistry,8.356328104,yes,11,"SolidWorks, Statistics, Machine Learning, VHDL, C",Six Sigma,Research,Research Scientist,Data Scientist
B.Sc,Physics,6.501981796,no,0,"Excel, R, C, Embedded Systems, SQL",PMP,Research,Lecturer,Academia
MBBS,Medicine,7.436102006,yes,15,"C++, C, Financial Modeling, Accounting",Teaching License,Healthcare,Doctor,Healthcare
B.Tech,Mechanical,7.747365291,yes,14,"C++, R, Java",PMP,IT,Mechanical Engineer,Mechanical Engineer
MBA,Finance,8.86,yes,5,"Excel, Financial Modeling, Risk Analysis",AWS Certified Solutions Architect,Finance,Investment Analyst,Data Analyst
B.Tech,Civil,5.681977234,yes,10,"Accounting, Excel, VHDL, SQL",Medical Board Certified,IT,Civil Engineer,Civil Engineer
BA,History,8.118987519,yes,5,"C, Statistics, Excel",Six Sigma,Education,Lecturer,Academia
M.Sc,Computer Science,9.02,yes,4,"Python, Machine Learning, TensorFlow, SQL",AI Specialist,Research,Data Scientist,Data Scientist
M.Sc,Mathematics,8.268152596,yes,14,"Machine Learning, Accounting, C++, Risk Analysis, Statistics, Econometrics",Teaching License,Research,Research Scientist,Data Scientist
B.Tech,Civil,7.4588789,yes,14,"R, C, VHDL, AutoCAD, Statistics",Medical Board Certified,IT,Civil Engineer,Civil Engineer
