Degree,Major,CGPA,Employed,Experience,Skills,Certifications,IndustryPreference,Job Role Simplified,Job Role
Diploma,Mechanical,5.15,yes,6,"SolidWorks, Thermodynamics, MATLAB",AWS Certified Solutions Architect,Manufacturing,Design Engineer,Software Engineer
BA,History,9.555586295362865,yes,13,"Financial Modeling, SQL, Data Analysis",AI Specialist,Education,Lecturer,Academia
B.Sc,Finance,8.64,yes,3,"Excel, Financial Modeling, Risk Analysis",AI Specialist,Research,Investment Analyst,Data Analyst
BA,English,5.144034801977649,yes,15,"C++, Thermodynamics, Financial Modeling",Cybersecurity Certified,Education,Lecturer,Academia
M.Sc,Chemistry,7.324932097437438,yes,13,"Machine Learning, Data Analysis, Financial Modeling, AutoCAD",AI Specialist,Research,Lecturer,Academia
MBBS,Medicine,5.367773331940152,yes,8,"Circuit Design, Embedded Systems, Data Analysis, Econometrics",Six Sigma,Healthcare,Doctor,Healthcare
B.Tech,Computer Science,9.248348728310749,yes,8,"SQL, Statistics, AutoCAD, Embedded Systems, Thermodynamics",Teaching License,IT,Software Engineer,Software Engineer
B.Tech,Electrical,8.09,yes,4,"MATLAB, Power Systems, Control Systems",PMP,IT,Hardware Engineer,Software Engineer
B.Ed,Education,9.130203959002955,yes,13,"R, SQL, Accounting, Circuit Design",Medical Board Certified,Education,Teacher,Academia
B.Tech,Civil,9.576236976506578,yes,14,"Thermodynamics, Financial Modeling, AutoCAD, MATLAB, Statistics",Medical Board Certified,IT,Civil Engineer,Civil Engineer
MBA,Marketing,9.692791062392631,yes,2,"Risk Analysis, Thermodynamics, C++, Excel, AutoCAD",Medical Board Certified,Finance,Business Analyst,Data Analyst
BA,History,8.490178970655517,yes,1,"Circuit Design, Risk Analysis, Machine Learning, Accounting",Six Sigma,Education,Lecturer,Academia
MBBS,Medicine,8.022908762222377,yes,9,"Risk Analysis, Data Analysis, VHDL, C++",Six Sigma,Healthcare,Doctor,Healthcare
M.Sc,Physics,7.863877954544939,yes,2,"Thermodynamics, R, Econometrics",AWS Certified Solutions Architect,Research,Research Scientist,Data Scientist
B.Tech,Mechanical,5.256487920814954,yes,13,"Java, Machine Learning, Circuit Design, Excel",PMP,IT,Mechanical Engineer,Mechanical Engineer
BA,Economics,8.261059219967414,yes,1,"Statistics, SQL, Python, Thermodynamics, C++, Risk Analysis",Teaching License,Education,Investment Analyst,Data Analyst
B.Tech,Electronics,9.61,yes,3,"Verilog, Embedded C, VHDL, Microcontrollers",Six Sigma,IT,Hardware Engineer,Software Engineer
B.Ed,Education,9.472822049686524,yes,10,"SQL, SolidWorks, Machine Learning, Excel, Thermodynamics",AWS Certified Solutions Architect,Education,Teacher,Academia
M.Sc,Physics,6.852852776673612,yes,10,"Thermodynamics, VHDL, AutoCAD, Circuit Design",Data Science Certificate,Research,Lecturer,Academia
B.Sc,Chemistry,7.311458085817649,yes,7,"Statistics, Circuit Design, Accounting, AutoCAD, Data Analysis",AI Specialist,Research,Lecturer,Academia
B.Sc,Statistics,5.63,yes,5,"Python, SQL, Data Visualization, Tableau",Teaching License,Research,Research Scientist,Data Scientist
MBA,Marketing,7.637254341494674,yes,15,"MATLAB, Econometrics, R, Thermodynamics, Risk Analysis, Python",AI Specialist,Finance,Business Analyst,Data Analyst
M.Sc,Mathematics,5.171445049478609,yes,9,"Risk Analysis, AutoCAD, Econometrics, Accounting",Medical Board Certified,Research,Lecturer,Academia
B.Tech,Electrical,9.79,yes,7,"MATLAB, Power Systems, Control Systems",Data Science Certificate,IT,Hardware Engineer,Software Engineer
MBBS,Medicine,7.499887703323254,yes,6,"Machine Learning, Data Analysis, Accounting",Six Sigma,Healthcare,Doctor,Healthcare
B.Ed,Education,7.080476065226956,yes,10,"Circuit Design, Accounting, Statistics, SolidWorks, Econometrics",Medical Board Certified,Education,Teacher,Academia
B.Sc,Mathematics,8.952843404160241,yes,5,"SolidWorks, Data Analysis, Econometrics, Circuit Design",Medical Board Certified,Research,Research Scientist,Data Scientist
B.Sc,Physics,9.747166239507395,yes,11,"Risk Analysis, C, Circuit Design, SQL, Thermodynamics",AI Specialist,Research,Research Scientist,Data Scientist
M.Sc,Computer Science,5.2,yes,3,"Python, Machine Learning, TensorFlow, SQL",Six Sigma,Research,Data Analyst,Data Analyst
M.Sc,Mathematics,6.525704951899511,yes,11,"Accounting, Machine Learning, C++, SolidWorks, Java",Teaching License,Research,Lecturer,Academia
M.Sc,Physics,5.89,yes,6,"Matlab, Statistics, Simulations, C++",AWS Certified Solutions Architect,Research,Lecturer,Academia
BA,History,6.988513054917551,yes,10,"MATLAB, SolidWorks, Java",Six Sigma,Education,Lecturer,Academia
BA,History,6.586096561992168,yes,14,"Machine Learning, SQL, Statistics",AWS Certified Solutions Architect,Education,Lecturer,Academia
M.Tech,Computer Science,7.436827126391726,no,0,"Machine Learning, MATLAB, SolidWorks, Excel",PMP,Core Engineering,Data Analyst,Data Analyst
B.Tech,Mechanical,5.7,yes,3,"SolidWorks, Thermodynamics, MATLAB",AI Specialist,IT,Design Engineer,Software Engineer
MBBS,Medicine,8.824658573984419,yes,12,"SQL, C++, R, Econometrics, VHDL",Data Science Certificate,Healthcare,Doctor,Healthcare
B.Sc,Chemistry,8.954330170163146,yes,9,"Risk Analysis, VHDL, MATLAB",AI Specialist,Research,Research Scientist,Data Scientist
MBA,Economics,5.196849685470036,yes,4,"C, Python, Embedded Systems, C++",PMP,Finance,Financial Analyst,Data Analyst
MBBS,Medicine,5.953276788251805,yes,15,"SQL, Excel, Circuit Design, Econometrics",AWS Certified Solutions Architect,Healthcare,Doctor,Healthcare
B.Sc,Physics,6.963840684886863,yes,11,"MATLAB, Risk Analysis, C++",AWS Certified Solutions Architect,Research,Lecturer,Academia
B.Ed,Education,7.336640495820122,yes,13,"Econometrics, AutoCAD, SQL",Teaching License,Education,Teacher,Academia
B.Sc,Chemistry,7.905760174083878,yes,6,"AutoCAD, Financial Modeling, Excel, Statistics, MATLAB, Circuit Design",Cybersecurity Certified,Research,Research Scientist,Data Scientist
Diploma,Civil,6.560078700024852,yes,14,"SQL, MATLAB, Risk Analysis, VHDL, R, Data Analysis",PMP,Manufacturing,Civil Engineer,Civil Engineer
MBA,Finance,8.233460801302172,yes,11,"Data Analysis, C++, SolidWorks",PMP,Finance,Financial Analyst,Data Analyst
B.Ed,Education,6.991408286133016,yes,3,"AutoCAD, Accounting, SQL, Statistics, C++, R",Data Science Certificate,Education,Teacher,Academia
B.Tech,Electrical,9.77,yes,6,"MATLAB, Power Systems, Control Systems",Six Sigma,IT,Hardware Engineer,Software Engineer
B.Sc,Management,6.43,yes,7,"Excel, SQL, Business Intelligence, PowerBI",Medical Board Certified,Research,Business Analyst,Data Analyst
M.Sc,Mathematics,6.005267769559966,yes,10,"Circuit Design, AutoCAD, Machine Learning",Cybersecurity Certified,Research,Lecturer,Academia
MBA,Finance,8.415865994821136,yes,1,"Machine Learning, Econometrics, Risk Analysis, Thermodynamics, SQL",Data Science Certificate,Finance,Investment Analyst,Data Analyst
M.Sc,Physics,6.200752516619332,yes,12,"Embedded Systems, SQL, AutoCAD",PMP,Research,Lecturer,Academia
M.Sc,Physics,6.021652440539411,yes,15,"Embedded Systems, Risk Analysis, Thermodynamics",PMP,Research,Lecturer,Academia
BA,Economics,8.026424072537951,yes,13,"Thermodynamics, R, MATLAB, C++, SQL",Six Sigma,Education,Financial Analyst,Data Analyst
B.Sc,Physics,8.004350575364965,no,0,"Statistics, MATLAB, Python",Cybersecurity Certified,Research,Research Scientist,Data Scientist
M.Sc,Mathematics,8.822682426632626,yes,14,"C, AutoCAD, Statistics, Embedded Systems, Circuit Design, SolidWorks",PMP,Research,Research Scientist,Data Scientist
M.Sc,Chemistry,5.554237530055059,yes,10,"Machine Learning, SQL, MATLAB, Data Analysis",Data Science Certificate,Research,Lecturer,Academia
Diploma,Civil,9.387836960013384,yes,8,"SQL, Embedded Systems, C++, Circuit Design, SolidWorks, Econometrics",Cybersecurity Certified,Manufacturing,Civil Engineer,Civil Engineer
Diploma,Civil,8.360891131359578,yes,8,"Financial Modeling, Excel, AutoCAD, Data Analysis, C++",AI Specialist,Manufacturing,Civil Engineer,Civil Engineer
MBBS,Medicine,5.436811661163179,yes,12,"Python, C++, Accounting, Financial Modeling, AutoCAD",Cybersecurity Certified,Healthcare,Doctor,Healthcare
BA,English,5.389862144917152,yes,13,"Statistics, Risk Analysis, Data Analysis",AWS Certified Solutions Architect,Education,Lecturer,Academia
Diploma,Civil,8.147174695098055,yes,14,"C, MATLAB, SolidWorks, C++, Java, Statistics",Teaching License,Manufacturing,Civil Engineer,Civil Engineer
B.Tech,Electronics,9.43,yes,4,"Verilog, Embedded C, VHDL, Microcontrollers",Medical Board Certified,IT,Hardware Engineer,Software Engineer
M.Tech,Civil,9.084986808522284,yes,13,"C, Data Analysis, Machine Learning",Teaching License,Core Engineering,Civil Engineer,Civil Engineer
Diploma,Civil,7.489020036435703,yes,2,"Thermodynamics, Data Analysis, R, Excel, Econometrics, C++",Cybersecurity Certified,Manufacturing,Civil Engineer,Civil Engineer
M.Sc,Mathematics,7.825087692542727,no,0,"Circuit Design, SQL, Accounting",Teaching License,Research,Research Scientist,Data Scientist
M.Tech,Mechanical,6.541746648124125,yes,12,"MATLAB, Circuit Design, Machine Learning, Statistics",Data Science Certificate,Core Engineering,Mechanical Engineer,Mechanical Engineer
B.Sc,Mathematics,8.8715234476751,yes,14,"Risk Analysis, VHDL, R, Thermodynamics, Machine Learning, Circuit Design",AI Specialist,Research,Research Scientist,Data Scientist
M.Tech,Civil,5.695003428955569,yes,15,"Embedded Systems, Financial Modeling, Python, C++, Circuit Design",Data Science Certificate,Core Engineering,Civil Engineer,Civil Engineer
B.Ed,Education,5.0,yes,7,"Embedded Systems, SolidWorks, R, AutoCAD, C",Data Science Certificate,Education,Teacher,Academia
BA,Economics,5.586934295029113,yes,5,"Data Analysis, MATLAB, Accounting",AI Specialist,Education,Financial Analyst,Data Analyst
B.Ed,Education,6.978858205161198,yes,2,"Circuit Design, SolidWorks, Econometrics",Data Science Certificate,Education,Teacher,Academia
BA,Statistics,9.29,yes,3,"Python, SQL, Data Visualization, Tableau",AWS Certified Solutions Architect,Education,Engineer,Software Engineer
M.Sc,Chemistry,9.016871783303223,yes,4,"Financial Modeling, Accounting, Econometrics",PMP,Research,Research Scientist,Data Scientist
M.Tech,Computer Science,6.652161724222704,yes,14,"SolidWorks, Circuit Design, Java, Financial Modeling, Embedded Systems, C++",Medical Board Certified,Core Engineering,Software Engineer,Software Engineer
M.Tech,Mechanical,8.530395084950113,yes,12,"Circuit Design, Java, Machine Learning, Econometrics",AI Specialist,Core Engineering,Mechanical Engineer,Mechanical Engineer
MBBS,Medicine,6.268720375459263,yes,10,"Excel, Econometrics, C, R, SolidWorks",Data Science Certificate,Healthcare,Doctor,Healthcare
B.Tech,Electrical,5.893489024818998,yes,13,"Excel, Risk Analysis, Statistics, Data Analysis, Embedded Systems, C",Teaching License,IT,Embedded Systems Engineer,Software Engineer
Diploma,Electrical,9.0,yes,7,"MATLAB, Power Systems, Control Systems",Medical Board Certified,Manufacturing,Hardware Engineer,Software Engineer
MBBS,Medicine,9.636186052622577,yes,13,"Data Analysis, Circuit Design, C, Excel",Data Science Certificate,Healthcare,Doctor,Healthcare
MBBS,Medicine,7.819589359843023,yes,7,"SolidWorks, Data Analysis, Circuit Design",Six Sigma,Healthcare,Doctor,Healthcare
M.Tech,Computer Science,6.56,yes,7,"Java, Python, SQL, React, Node.js",Six Sigma,Core Engineering,Software Engineer,Software Engineer
MBA,Human Resources,7.492644270093763,yes,2,"C, Econometrics, Risk Analysis, Financial Modeling, C++, Accounting",Data Science Certificate,Finance,Business Analyst,Data Analyst
M.Tech,Mechanical,9.453823241171431,yes,15,"Financial Modeling, SolidWorks, Circuit Design, MATLAB, Embedded Systems",AI Specialist,Core Engineering,Design Engineer,Software Engineer
B.Tech,Electrical,8.411472160703992,yes,10,"Risk Analysis, AutoCAD, SQL, R, Machine Learning, Statistics",Medical Board Certified,IT,Hardware Engineer,Software Engineer
B.Ed,Education,7.1428292417970045,yes,11,"AutoCAD, Data Analysis, Embedded Systems, R, Circuit Design",Data Science Certificate,Education,Teacher,Academia
B.Tech,Mechanical,8.85,yes,5,"SolidWorks, Thermodynamics, MATLAB",Six Sigma,IT,Design Engineer,Software Engineer
Diploma,Electrical,9.485233181654294,yes,15,"SolidWorks, VHDL, Accounting, R, Statistics",AWS Certified Solutions Architect,Manufacturing,Hardware Engineer,Software Engineer
M.Tech,Electronics,6.72,yes,4,"Verilog, Embedded C, VHDL, Microcontrollers",Medical Board Certified,Core Engineering,Hardware Engineer,Software Engineer
B.Sc,Physics,7.659858003685363,yes,4,"MATLAB, Excel, Econometrics",Medical Board Certified,Research,Research Scientist,Data Scientist
MBA,Finance,8.668407670834316,yes,2,"C, AutoCAD, MATLAB",Medical Board Certified,Finance,Financial Analyst,Data Analyst
M.Tech,Computer Science,6.729178091373537,yes,1,"MATLAB, SQL, Econometrics, C++, Python, Machine Learning",PMP,Core Engineering,Data Analyst,Data Analyst
Diploma,Electrical,7.228695846752493,yes,5,"Risk Analysis, MATLAB, SolidWorks, C++, Python",Medical Board Certified,Manufacturing,Hardware Engineer,Software Engineer
MBBS,Medicine,9.619698405720651,yes,15,"VHDL, Java, Circuit Design, MATLAB, AutoCAD",AWS Certified Solutions Architect,Healthcare,Doctor,Healthcare
B.Tech,Electronics,7.33,yes,3,"Verilog, Embedded C, VHDL, Microcontrollers",Six Sigma,IT,Hardware Engineer,Software Engineer
M.Tech,Civil,8.533654567174821,yes,2,"AutoCAD, C++, Embedded Systems, SolidWorks, Statistics, Excel",Six Sigma,Core Engineering,Civil Engineer,Civil Engineer
Diploma,Electrical,8.03,yes,3,"MATLAB, Power Systems, Control Systems",Six Sigma,Manufacturing,Hardware Engineer,Software Engineer
MBA,Economics,5.953176078949478,yes,15,"Econometrics, SQL, Python, R, Risk Analysis",Medical Board Certified,Finance,Investment Analyst,Data Analyst
BA,History,9.790698083158064,yes,12,"Data Analysis, AutoCAD, Machine Learning, Financial Modeling",AI Specialist,Education,Lecturer,Academia
Diploma,Electrical,9.513931000410592,yes,10,"Excel, AutoCAD, Machine Learning, Financial Modeling, C++",Teaching License,Manufacturing,Hardware Engineer,Software Engineer
M.Tech,Computer Science,8.74672028589793,no,0,"C++, Embedded Systems, C, Econometrics",Data Science Certificate,Core Engineering,Software Engineer,Software Engineer
Diploma,Civil,6.189849317607695,yes,1,"Embedded Systems, Java, Python",PMP,Manufacturing,Civil Engineer,Civil Engineer
B.Tech,Mechanical,7.218518277220123,yes,9,"C++, VHDL, AutoCAD",PMP,IT,Design Engineer,Software Engineer
B.Sc,Chemistry,9.927632917165022,yes,8,"SolidWorks, Data Analysis, VHDL",Data Science Certificate,Research,Research Scientist,Data Scientist
B.Sc,Mathematics,5.101493103002885,yes,15,"C, Circuit Design, MATLAB, AutoCAD, R",AI Specialist,Research,Lecturer,Academia
MBA,Economics,9.745271730214188,yes,13,"Data Analysis, Financial Modeling, Circuit Design, MATLAB, Java",Medical Board Certified,Finance,Financial Analyst,Data Analyst
Diploma,Civil,7.118539914796154,yes,14,"R, SolidWorks, Machine Learning, MATLAB",Teaching License,Manufacturing,Civil Engineer,Civil Engineer
B.Tech,Computer Science,9.04,yes,3,"Java, Python, SQL, React, Node.js",Teaching License,IT,Software Engineer,Software Engineer
Diploma,Electrical,5.392887540195925,yes,11,"Circuit Design, AutoCAD, Data Analysis, Excel, Risk Analysis",AWS Certified Solutions Architect,Manufacturing,Hardware Engineer,Software Engineer
M.Sc,Mathematics,5.288682096721658,yes,12,"Excel, MATLAB, Machine Learning",Data Science Certificate,Research,Lecturer,Academia
B.Sc,Physics,8.922032271749334,yes,14,"Econometrics, C, VHDL",AWS Certified Solutions Architect,Research,Research Scientist,Data Scientist
MBBS,Medicine,7.678053005902746,yes,10,"Python, Risk Analysis, VHDL, C++, Excel, SolidWorks",Medical Board Certified,Healthcare,Doctor,Healthcare
M.Sc,Mathematics,7.429887201730304,yes,8,"Risk Analysis, MATLAB, Accounting",AI Specialist,Research,Lecturer,Academia
MBA,Finance,6.92234440325298,yes,8,"VHDL, C++, Financial Modeling, C",Cybersecurity Certified,Finance,Financial Analyst,Data Analyst
MBBS,Medicine,5.531512896195886,yes,10,"SolidWorks, C, Machine Learning, MATLAB",Medical Board Certified,Healthcare,Doctor,Healthcare
Diploma,Mechanical,8.680658670070667,yes,8,"VHDL, Statistics, C, Econometrics",Teaching License,Manufacturing,Mechanical Engineer,Mechanical Engineer
BA,Economics,5.600827559666039,yes,3,"C, Thermodynamics, Risk Analysis",Medical Board Certified,Education,Investment Analyst,Data Analyst
M.Sc,Chemistry,6.628281896258655,yes,14,"Embedded Systems, Java, Excel, Thermodynamics",Data Science Certificate,Research,Lecturer,Academia
Diploma,Civil,5.775151500442326,yes,6,"Data Analysis, Econometrics, Thermodynamics",Medical Board Certified,Manufacturing,Civil Engineer,Civil Engineer
B.Sc,Chemistry,6.666931396186188,yes,6,"VHDL, SQL, Accounting",PMP,Research,Lecturer,Academia
MBBS,Medicine,7.387551677877685,yes,6,"MATLAB, Circuit Design, VHDL, C++, AutoCAD",Cybersecurity Certified,Healthcare,Doctor,Healthcare
MBBS,Medicine,7.180319886144456,no,0,"AutoCAD, R, Machine Learning, Embedded Systems, Financial Modeling, SolidWorks",Cybersecurity Certified,Healthcare,Doctor,Healthcare
MBA,Marketing,6.875748318202756,yes,14,"Java, Excel, MATLAB",Six Sigma,Finance,Business Analyst,Data Analyst
M.Sc,Chemistry,10.0,yes,8,"AutoCAD, Risk Analysis, Statistics, Financial Modeling",AI Specialist,Research,Research Scientist,Data Scientist
M.Sc,Chemistry,5.120862200262704,yes,8,"Thermodynamics, Risk Analysis, Excel, Machine Learning",PMP,Research,Lecturer,Academia
B.Sc,Chemistry,7.196918095069421,no,0,"C, SolidWorks, SQL",Teaching License,Research,Lecturer,Academia
MBBS,Medicine,7.95246699225777,yes,2,"C++, Statistics, SolidWorks, VHDL, MATLAB, Thermodynamics",PMP,Healthcare,Doctor,Healthcare
MBBS,Medicine,7.772106402373436,yes,13,"R, Accounting, Thermodynamics, Embedded Systems, Python, C++",AI Specialist,Healthcare,Doctor,Healthcare
